避難收容處所名稱,縣市及鄉鎮市區,緯度,經度,is_indoor,設施類型,最近AQI測站,測站縣市,最近測站AQI,距離測站(km),風險等級,風險描述,風險分數,模擬情境
田心里活動中心,臺中市豐原區,24.2424,120.7186,True,室內設施,龍潭,苗栗市,46,2.92,Low Risk,風險較低,0,高AQI情境模擬
草湳里活動中心,臺中市梧棲區,24.2429,120.5225,True,室內設施,龜山,台中市,42,5.07,Low Risk,風險較低,0,高AQI情境模擬
大德國小風雨操場,臺中市梧棲區,24.2431,120.5423,False,戶外設施,龜山,台中市,42,3.32,Low Risk,風險較低,20,高AQI情境模擬
鹿寮社區活動中心,臺中市沙鹿區,24.243106,120.566755,True,室內設施,龜山,台中市,42,1.95,Low Risk,風險較低,0,高AQI情境模擬
臺中市公明國小禮堂,臺中市沙鹿區,24.243158,120.609713,True,室內設施,龜山,台中市,42,4.58,Low Risk,風險較低,0,高AQI情境模擬
公明國民小學操場,臺中市沙鹿區,24.243158,120.609713,False,戶外設施,龜山,台中市,42,4.58,Low Risk,風險較低,20,高AQI情境模擬
臺中市東勢區新盛國小教室,臺中市東勢區,24.2434,120.8307,True,室內設施,龍潭,苗栗市,46,9.07,Low Risk,風險較低,0,高AQI情境模擬
鹿鳴公園,臺中市沙鹿區,24.243804,120.56675,False,戶外設施,龜山,台中市,42,2.03,Low Risk,風險較低,20,高AQI情境模擬
臺中市鹿寮國中禮堂,臺中市沙鹿區,24.243804,120.56675,True,室內設施,龜山,台中市,42,2.03,Low Risk,風險較低,0,高AQI情境模擬
鹿寮國民中學操場,臺中市沙鹿區,24.243804,120.56675,False,戶外設施,龜山,台中市,42,2.03,Low Risk,風險較低,20,高AQI情境模擬
臺中港區綜合體育館,臺中市梧棲區,24.2444,120.5435,True,室內設施,龜山,台中市,42,3.31,Low Risk,風險較低,0,高AQI情境模擬
中港高中地下一樓會議教室,臺中市梧棲區,24.2448,120.5422,True,室內設施,龜山,台中市,42,3.44,Low Risk,風險較低,0,高AQI情境模擬
公明社區活動中心,臺中市沙鹿區,24.245645,120.607933,True,室內設施,龜山,台中市,42,4.55,Low Risk,風險較低,0,高AQI情境模擬
社口國小樂群樓,臺中市神岡區,24.2457,120.6847,True,室內設施,龍潭,苗栗市,46,6.0,Low Risk,風險較低,0,高AQI情境模擬
豐原高商,臺中市豐原區,24.246,120.7129,True,室內設施,龍潭,苗栗市,46,3.24,Low Risk,風險較低,0,高AQI情境模擬
大庄社區活動中心,臺中市梧棲區,24.2463,120.5426,True,室內設施,龜山,台中市,42,3.51,Low Risk,風險較低,0,高AQI情境模擬
公明國民中學教室,臺中市沙鹿區,24.246551,120.607534,True,室內設施,龜山,台中市,42,4.57,Low Risk,風險較低,0,高AQI情境模擬
臺中市公明國中禮堂,臺中市沙鹿區,24.246551,120.607534,True,室內設施,龜山,台中市,42,4.57,Low Risk,風險較低,0,高AQI情境模擬
臺中市公明國中操場,臺中市沙鹿區,24.246551,120.607534,False,戶外設施,龜山,台中市,42,4.57,Low Risk,風險較低,20,高AQI情境模擬
北陽里活動中心,臺中市豐原區,24.2473,120.7304,True,室內設施,龍潭,苗栗市,46,1.64,Low Risk,風險較低,0,高AQI情境模擬
豐東國中,臺中市豐原區,24.2474,120.729,True,室內設施,龍潭,苗栗市,46,1.74,Low Risk,風險較低,0,高AQI情境模擬
福陽國小,臺中市豐原區,24.2481,120.7234,True,室內設施,龍潭,苗栗市,46,2.18,Low Risk,風險較低,0,高AQI情境模擬
瑞穗國小,臺中市豐原區,24.2493,120.7117,True,室內設施,龍潭,苗栗市,46,3.24,Low Risk,風險較低,0,高AQI情境模擬
陸軍第五地區支援指揮部豐原甲型聯,臺中市豐原區,24.2497,120.7055,True,室內設施,龍潭,苗栗市,46,3.84,Low Risk,風險較低,0,高AQI情境模擬
西安里活動中心,臺中市豐原區,24.2497,120.7134,True,室內設施,龍潭,苗栗市,46,3.06,Low Risk,風險較低,0,高AQI情境模擬
岸裡國小學生活動中心,臺中市神岡區,24.2498,120.6975,True,室內設施,龍潭,苗栗市,46,4.63,Low Risk,風險較低,0,高AQI情境模擬
臺中市立東勢國中教室,臺中市東勢區,24.2503,120.8324,True,室內設施,龍潭,苗栗市,46,9.14,Low Risk,風險較低,0,高AQI情境模擬
中正國小活動中心,臺中市梧棲區,24.2504,120.5387,True,室內設施,龜山,台中市,42,4.11,Low Risk,風險較低,0,高AQI情境模擬
臺中市東勢區泰安宮,臺中市東勢區,24.2517,120.8313,True,室內設施,龍潭,苗栗市,46,9.02,Low Risk,風險較低,0,高AQI情境模擬
南嵩里活動中心,臺中市豐原區,24.2519,120.7426,True,室內設施,龍潭,苗栗市,46,0.57,Low Risk,風險較低,0,高AQI情境模擬
中陽里活動中心,臺中市豐原區,24.2521,120.725,True,室內設施,龍潭,苗栗市,46,1.86,Low Risk,風險較低,0,高AQI情境模擬
富春國小,臺中市豐原區,24.2524,120.7133,True,室內設施,龍潭,苗栗市,46,3.01,Low Risk,風險較低,0,高AQI情境模擬
中港國小視聽教室,臺中市梧棲區,24.2525,120.5328,True,室內設施,龜山,台中市,42,4.72,Low Risk,風險較低,0,高AQI情境模擬
臺中市立中山國小教室,臺中市東勢區,24.253,120.8351,True,室內設施,龍潭,苗栗市,46,9.4,Low Risk,風險較低,0,高AQI情境模擬
豐圳里活動中心新,臺中市豐原區,24.2537,120.7085,True,室內設施,龍潭,苗栗市,46,3.47,Low Risk,風險較低,0,高AQI情境模擬
情人公園,臺中市梧棲區,24.2545,120.5326,False,戶外設施,龜山,台中市,42,4.88,Low Risk,風險較低,20,高AQI情境模擬
庄前里活動中心,臺中市神岡區,24.2545,120.6605,True,室內設施,龍潭,苗栗市,46,8.32,Low Risk,風險較低,0,高AQI情境模擬
臺中市東勢區延平社區活動中心,臺中市東勢區,24.255,120.8285,True,室內設施,龍潭,苗栗市,46,8.72,Low Risk,風險較低,0,高AQI情境模擬
五里聯合活動中心,臺中市豐原區,24.2551,120.7202,True,室內設施,龍潭,苗栗市,46,2.27,Low Risk,風險較低,0,高AQI情境模擬
梧棲區公所四樓禮堂,臺中市梧棲區,24.2552,120.5317,True,室內設施,龜山,台中市,42,5.0,Low Risk,風險較低,0,高AQI情境模擬
豐村國小,臺中市豐原區,24.2553,120.7367,True,室內設施,龍潭,苗栗市,46,0.62,Low Risk,風險較低,0,高AQI情境模擬
豐原國小,臺中市豐原區,24.2554,120.7211,True,室內設施,龍潭,苗栗市,46,2.18,Low Risk,風險較低,0,高AQI情境模擬
臺中市鹿峰國小禮堂,臺中市沙鹿區,24.255608,120.570016,True,室內設施,龜山,台中市,42,3.34,Low Risk,風險較低,0,高AQI情境模擬
鹿峰國民小學操場,臺中市沙鹿區,24.255608,120.570016,False,戶外設施,龜山,台中市,42,3.34,Low Risk,風險較低,20,高AQI情境模擬
東勢區鯉魚伯公公園,臺中市東勢區,24.256186,120.825098,False,戶外設施,龍潭,苗栗市,46,8.37,Low Risk,風險較低,20,高AQI情境模擬
南村里活動中心,臺中市豐原區,24.2566,120.7299,True,室內設施,龍潭,苗栗市,46,1.28,Low Risk,風險較低,0,高AQI情境模擬
大甲溪河濱公園,臺中市東勢區,24.256973,120.824255,False,戶外設施,龍潭,苗栗市,46,8.29,Low Risk,風險較低,20,高AQI情境模擬
龍興活動中心,臺中市石岡區,24.257,120.7898,True,室內設施,龍潭,苗栗市,46,4.79,Low Risk,風險較低,0,高AQI情境模擬
北庄社區活動中心,臺中市神岡區,24.2574,120.6683,True,室內設施,龍潭,苗栗市,46,7.52,Low Risk,風險較低,0,高AQI情境模擬
翁明里活動中心,臺中市豐原區,24.2576,120.7259,True,室內設施,龍潭,苗栗市,46,1.69,Low Risk,風險較低,0,高AQI情境模擬
東勢客家文化園區,臺中市東勢區,24.25762,120.831861,True,室內設施,龍潭,苗栗市,46,9.06,Low Risk,風險較低,0,高AQI情境模擬
圳寮里活動中心,臺中市豐原區,24.2577,120.7186,True,室內設施,龍潭,苗栗市,46,2.43,Low Risk,風險較低,0,高AQI情境模擬
神岡區公所,臺中市神岡區,24.2579,120.6614,True,室內設施,龍潭,苗栗市,46,8.22,Low Risk,風險較低,0,高AQI情境模擬
梧棲綜合活動中心,臺中市梧棲區,24.258,120.5289,True,室內設施,龜山,台中市,42,5.41,Low Risk,風險較低,0,高AQI情境模擬
臺中市東勢區中科國小,臺中市東勢區,24.258108,120.851671,True,室內設施,龍潭,苗栗市,46,11.07,Low Risk,風險較低,5,高AQI情境模擬
大湳里活動中心,臺中市豐原區,24.2582,120.7193,True,室內設施,龍潭,苗栗市,46,2.36,Low Risk,風險較低,0,高AQI情境模擬
臺中市東勢區東勢國小禮堂,臺中市東勢區,24.2586,120.8296,True,室內設施,龍潭,苗栗市,46,8.83,Low Risk,風險較低,0,高AQI情境模擬
南簡公園,臺中市梧棲區,24.258654,120.544147,False,戶外設施,龜山,台中市,42,4.44,Low Risk,風險較低,20,高AQI情境模擬
神岡國小中正體育館,臺中市神岡區,24.2589,120.6611,True,室內設施,龍潭,苗栗市,46,8.26,Low Risk,風險較低,0,高AQI情境模擬
南田里活動中心,臺中市豐原區,24.2591,120.7419,True,室內設施,龍潭,苗栗市,46,0.24,Low Risk,風險較低,0,高AQI情境模擬
石岡托兒所和盛分所,臺中市石岡區,24.2591,120.8154,True,室內設施,龍潭,苗栗市,46,7.39,Low Risk,風險較低,0,高AQI情境模擬
三村里活動中心,臺中市豐原區,24.2598,120.7093,True,室內設施,龍潭,苗栗市,46,3.38,Low Risk,風險較低,0,高AQI情境模擬
東新國小教室,臺中市東勢區,24.2604,120.8274,True,室內設施,龍潭,苗栗市,46,8.61,Low Risk,風險較低,0,高AQI情境模擬
公館國民小學操場,臺中市沙鹿區,24.260474,120.59561,False,戶外設施,龜山,台中市,42,4.73,Low Risk,風險較低,20,高AQI情境模擬
頂寮社區活動中心,臺中市梧棲區,24.2605,120.5326,True,室內設施,龜山,台中市,42,5.34,Low Risk,風險較低,0,高AQI情境模擬
北湳里活動中心,臺中市豐原區,24.2608,120.7216,True,室內設施,龍潭,苗栗市,46,2.16,Low Risk,風險較低,0,高AQI情境模擬
葫蘆墩國小,臺中市豐原區,24.2611,120.7143,True,室內設施,龍潭,苗栗市,46,2.9,Low Risk,風險較低,0,高AQI情境模擬
豐陽國中,臺中市豐原區,24.262,120.745,True,室內設施,龍潭,苗栗市,46,0.61,Low Risk,風險較低,0,高AQI情境模擬
豐洲國小教室,臺中市神岡區,24.2623,120.704,True,室內設施,龍潭,苗栗市,46,3.95,Low Risk,風險較低,0,高AQI情境模擬
社會福利館,臺中市石岡區,24.2627,120.8134,True,室內設施,龍潭,苗栗市,46,7.21,Low Risk,風險較低,0,高AQI情境模擬
翁子里活動中心,臺中市豐原區,24.2629,120.7425,True,室內設施,龍潭,苗栗市,46,0.66,Low Risk,風險較低,0,高AQI情境模擬
東新國中教室,臺中市東勢區,24.2634,120.8295,True,室內設施,龍潭,苗栗市,46,8.85,Low Risk,風險較低,0,高AQI情境模擬
?榔國小禮堂,臺中市清水區,24.2639,120.5451,True,室內設施,龜山,台中市,42,4.89,Low Risk,風險較低,0,高AQI情境模擬
清水國小活動中心,臺中市清水區,24.2668,120.5732,True,室內設施,龜山,台中市,42,4.6,Low Risk,風險較低,0,高AQI情境模擬
清水區公所,臺中市清水區,24.2683,120.5596,True,室內設施,龜山,台中市,42,4.84,Low Risk,風險較低,0,高AQI情境模擬
清水國中學生活動中心---培德樓,臺中市清水區,24.2683,120.563,True,室內設施,龜山,台中市,42,4.78,Low Risk,風險較低,0,高AQI情境模擬
西湳里活動中心,臺中市豐原區,24.2685,120.7177,True,室內設施,龍潭,苗栗市,46,2.82,Low Risk,風險較低,0,高AQI情境模擬
三叉坑社區活動中心,臺中市和平區,24.2686,120.8913,True,室內設施,龍潭,苗栗市,46,15.14,Low Risk,風險較低,5,高AQI情境模擬
清水區老人文康活動中心1樓,臺中市清水區,24.269,120.5783,True,室內設施,龜山,台中市,42,4.92,Low Risk,風險較低,0,高AQI情境模擬
鰲峰社區活動中心,臺中市清水區,24.2693,120.5791,True,室內設施,龜山,台中市,42,4.97,Low Risk,風險較低,0,高AQI情境模擬
吳厝國小地下室1 樓,臺中市清水區,24.2696,120.6047,True,室內設施,龜山,台中市,42,6.1,Low Risk,風險較低,0,高AQI情境模擬
東湳里活動中心,臺中市豐原區,24.2704,120.7265,True,室內設施,龍潭,苗栗市,46,2.2,Low Risk,風險較低,0,高AQI情境模擬
金星活動中心,臺中市石岡區,24.2708,120.7735,True,室內設施,龍潭,苗栗市,46,3.5,Low Risk,風險較低,0,高AQI情境模擬
建國國小教學行政大樓地下室,臺中市清水區,24.2712,120.5629,True,室內設施,龜山,台中市,42,5.1,Low Risk,風險較低,0,高AQI情境模擬
大秀國小--國小禮堂及朝陽樓地下室1樓,臺中市清水區,24.2718,120.5729,True,室內設施,龜山,台中市,42,5.15,Low Risk,風險較低,0,高AQI情境模擬
清水紫雲巖文化大樓,臺中市清水區,24.2722,120.5789,True,室內設施,龜山,台中市,42,5.28,Low Risk,風險較低,0,高AQI情境模擬
圳堵國小學生活動中心,臺中市神岡區,24.2725,120.6587,True,室內設施,龍潭,苗栗市,46,8.67,Low Risk,風險較低,0,高AQI情境模擬
梅子活動中心,臺中市石岡區,24.2733,120.7996,True,室內設施,龍潭,苗栗市,46,6.06,Low Risk,風險較低,0,高AQI情境模擬
朴子里活動中心,臺中市豐原區,24.2736,120.7484,True,室內設施,龍潭,苗栗市,46,1.94,Low Risk,風險較低,0,高AQI情境模擬
石岡區公所,臺中市石岡區,24.2748,120.7803,True,室內設施,龍潭,苗栗市,46,4.31,Low Risk,風險較低,0,高AQI情境模擬
萬興活動中心,臺中市石岡區,24.2753,120.791,True,室內設施,龍潭,苗栗市,46,5.32,Low Risk,風險較低,0,高AQI情境模擬
HHH,臺中市石岡區,24.2758,120.7803,True,室內設施,龍潭,苗栗市,46,4.36,Low Risk,風險較低,0,高AQI情境模擬
西寧國小活動中心,臺中市清水區,24.276,120.5754,True,室內設施,龜山,台中市,42,5.64,Low Risk,風險較低,0,高AQI情境模擬
萬安活動中心,臺中市石岡區,24.276,120.7776,True,室內設施,龍潭,苗栗市,46,4.14,Low Risk,風險較低,0,高AQI情境模擬
石岡國小籃球場,臺中市石岡區,24.2761,120.7733,False,戶外設施,龍潭,苗栗市,46,3.77,Low Risk,風險較低,20,高AQI情境模擬
東山國小教學大樓地下室,臺中市清水區,24.2763,120.6344,True,室內設施,龜山,台中市,42,8.72,Low Risk,風險較低,0,高AQI情境模擬
清海國中--弘德樓地下室,臺中市清水區,24.2764,120.5537,True,室內設施,龜山,台中市,42,5.85,Low Risk,風險較低,0,高AQI情境模擬
石城國小教室,臺中市東勢區,24.286,120.7925,True,室內設施,龍潭,苗栗市,46,6.01,Low Risk,風險較低,0,高AQI情境模擬
"三田國小禮堂1,2樓",臺中市清水區,24.2899,120.5811,True,室內設施,龜山,台中市,42,7.25,Low Risk,風險較低,0,高AQI情境模擬
雙崎社區活動中心,臺中市和平區,24.2907,120.9085,True,室內設施,龍潭,苗栗市,46,17.24,Low Risk,風險較低,5,高AQI情境模擬
大楊國小A棟地下室,臺中市清水區,24.2923,120.6101,True,室內設施,龜山,台中市,42,8.51,Low Risk,風險較低,0,高AQI情境模擬
舊社社區活動中心,臺中市后里區,24.2949,120.7014,True,室內設施,龍潭,苗栗市,46,5.93,Low Risk,風險較低,0,高AQI情境模擬
后里七星崗營區,臺中市后里區,24.2957,120.7355,True,室內設施,龍潭,苗栗市,46,4.36,Low Risk,風險較低,0,高AQI情境模擬
墩南社區活動中心,臺中市后里區,24.2964,120.7149,True,室內設施,龍潭,苗栗市,46,5.2,Low Risk,風險較低,0,高AQI情境模擬
七星國小,臺中市后里區,24.2966,120.7163,True,室內設施,龍潭,苗栗市,46,5.14,Low Risk,風險較低,0,高AQI情境模擬
后里南營區,臺中市后里區,24.2985,120.7279,True,室內設施,龍潭,苗栗市,46,4.85,Low Risk,風險較低,0,高AQI情境模擬
上新社區籃槌球場,苗栗縣卓蘭鎮,24.2991,120.8345,False,戶外設施,龍潭,苗栗市,46,10.43,Low Risk,風險較低,25,高AQI情境模擬
內灣國小操場,苗栗縣卓蘭鎮,24.2991,120.8495,False,戶外設施,龍潭,苗栗市,46,11.81,Low Risk,風險較低,25,高AQI情境模擬
上新老人文康中心,苗栗縣卓蘭鎮,24.302705,120.83172,True,室內設施,龍潭,苗栗市,46,10.37,Low Risk,風險較低,5,高AQI情境模擬
甲南國小北棟地下室1樓,臺中市清水區,24.3046,120.5958,True,室內設施,龜山,台中市,42,9.2,Low Risk,風險較低,0,高AQI情境模擬
清泉國中活動中心,臺中市清水區,24.306,120.5918,True,室內設施,龜山,台中市,42,9.24,Low Risk,風險較低,0,高AQI情境模擬
后綜高中,臺中市后里區,24.3062,120.7226,True,室內設施,龍潭,苗栗市,46,5.83,Low Risk,風險較低,0,高AQI情境模擬
臺中市立后里幼兒園,臺中市后里區,24.3067,120.7112,True,室內設施,龍潭,苗栗市,46,6.37,Low Risk,風險較低,0,高AQI情境模擬
后里國中,臺中市后里區,24.3071,120.695,True,室內設施,龍潭,苗栗市,46,7.36,Low Risk,風險較低,0,高AQI情境模擬
墩東社區活動中心,臺中市后里區,24.3071,120.7155,True,室內設施,龍潭,苗栗市,46,6.21,Low Risk,風險較低,0,高AQI情境模擬
內埔國小,臺中市后里區,24.3075,120.7145,True,室內設施,龍潭,苗栗市,46,6.29,Low Risk,風險較低,0,高AQI情境模擬
墩北社區活動中心,臺中市后里區,24.308,120.7119,True,室內設施,龍潭,苗栗市,46,6.47,Low Risk,風險較低,0,高AQI情境模擬
后里社區活動中心,臺中市后里區,24.3082,120.7206,True,室內設施,龍潭,苗栗市,46,6.11,Low Risk,風險較低,0,高AQI情境模擬
和平活動中心,花蓮縣秀林鄉,24.3083,121.7483,True,室內設施,枋寮,未知地區,30,36.3,Low Risk,風險較低,10,高AQI情境模擬
義里社區活動中心,臺中市后里區,24.3084,120.7314,True,室內設施,龍潭,苗栗市,46,5.83,Low Risk,風險較低,0,高AQI情境模擬
后里區立活動中心,臺中市后里區,24.3089,120.7142,True,室內設施,龍潭,苗栗市,46,6.45,Low Risk,風險較低,0,高AQI情境模擬
明正國小教室,臺中市東勢區,24.3094,120.7904,True,室內設施,龍潭,苗栗市,46,7.58,Low Risk,風險較低,0,高AQI情境模擬
后里國小,臺中市后里區,24.31,120.7294,True,室內設施,龍潭,苗栗市,46,6.04,Low Risk,風險較低,0,高AQI情境模擬
育英國小,臺中市后里區,24.3113,120.6794,True,室內設施,龍潭,苗栗市,46,8.8,Low Risk,風險較低,0,高AQI情境模擬
卓蘭國小活動中心,苗栗縣卓蘭鎮,24.3122,120.8248,True,室內設施,大園,苗栗市,26,10.23,Low Risk,風險較低,5,高AQI情境模擬
卓蘭國小操場,苗栗縣卓蘭鎮,24.3122,120.8248,False,戶外設施,大園,苗栗市,26,10.23,Low Risk,風險較低,25,高AQI情境模擬
高美國小教學行政大樓地下室1樓,臺中市清水區,24.3123,120.5622,True,室內設施,龜山,台中市,42,9.66,Low Risk,風險較低,0,高AQI情境模擬
臺中市立后里幼兒園-太平聯合分所,臺中市后里區,24.3131,120.6776,True,室內設施,龍潭,苗栗市,46,9.07,Low Risk,風險較低,0,高AQI情境模擬
厚里社區活動中心,臺中市后里區,24.3135,120.7157,True,室內設施,龍潭,苗栗市,46,6.85,Low Risk,風險較低,0,高AQI情境模擬
月眉國小,臺中市后里區,24.3153,120.6909,True,室內設施,龍潭,苗栗市,46,8.33,Low Risk,風險較低,0,高AQI情境模擬
泰安社區活動中心,臺中市后里區,24.3218,120.7435,True,室內設施,大園,苗栗市,26,6.94,Low Risk,風險較低,0,高AQI情境模擬
泰安國小,臺中市后里區,24.3253,120.7505,True,室內設施,大園,苗栗市,26,6.42,Low Risk,風險較低,0,高AQI情境模擬
水美國小勤學樓,臺中市外埔區,24.328,120.6339,True,室內設施,龜山,台中市,42,13.16,Low Risk,風險較低,5,高AQI情境模擬
南澳高中,宜蘭縣南澳鄉,24.3322,121.7451,True,室內設施,枋寮,未知地區,30,33.71,Low Risk,風險較低,10,高AQI情境模擬
豐原國中,臺中市豐原區,24.3323,120.7298,True,室內設施,大園,苗栗市,26,6.34,Low Risk,風險較低,0,高AQI情境模擬
外埔老人文康活動中心,臺中市外埔區,24.3324,120.651,True,室內設施,大園,苗栗市,26,12.33,Low Risk,風險較低,5,高AQI情境模擬
農民研習中心大型收容所,臺中市外埔區,24.3327,120.6512,True,室內設施,大園,苗栗市,26,12.29,Low Risk,風險較低,5,高AQI情境模擬
公館社區活動中心,臺中市后里區,24.3329,120.7329,True,室內設施,大園,苗栗市,26,6.14,Low Risk,風險較低,0,高AQI情境模擬
金洋國小,宜蘭縣南澳鄉,24.3332,121.7458,True,室內設施,枋寮,未知地區,30,33.59,Low Risk,風險較低,10,高AQI情境模擬
澳花和平基督長老教會,宜蘭縣南澳鄉,24.333451,121.745835,True,室內設施,枋寮,未知地區,30,33.56,Low Risk,風險較低,10,高AQI情境模擬
水美社區活動中心,臺中市外埔區,24.3337,120.6315,True,室內設施,龜山,台中市,42,13.59,Low Risk,風險較低,5,高AQI情境模擬
坪林社區活動中心,苗栗縣卓蘭鎮,24.3358,120.8761,True,室內設施,大園,苗栗市,26,12.9,Low Risk,風險較低,5,高AQI情境模擬
景山國小操場,苗栗縣卓蘭鎮,24.3358,120.8763,False,戶外設施,大園,苗栗市,26,12.91,Low Risk,風險較低,25,高AQI情境模擬
文武國小體育教室,臺中市大甲區,24.3364,120.6006,True,室內設施,龜山,台中市,42,12.73,Low Risk,風險較低,5,高AQI情境模擬
桃山社區活動中心,臺中市和平區,24.34,120.9357,True,室內設施,大園,苗栗市,26,18.46,Low Risk,風險較低,5,高AQI情境模擬
豐原高中,臺中市豐原區,24.3401,120.6253,True,室內設施,龜山,台中市,42,13.96,Low Risk,風險較低,5,高AQI情境模擬
大甲區長青活動中心,臺中市大甲區,24.3409,120.6269,True,室內設施,龜山,台中市,42,14.11,Low Risk,風險較低,5,高AQI情境模擬
雙連國小操場,苗栗縣卓蘭鎮,24.3449,120.8419,False,戶外設施,大園,苗栗市,26,9.33,Low Risk,風險較低,20,高AQI情境模擬
大安國小體育館,臺中市大安區,24.3451,120.5882,True,室內設施,龜山,台中市,42,13.43,Low Risk,風險較低,5,高AQI情境模擬
老人文康活動中心,臺中市大安區,24.3459,120.5895,True,室內設施,龜山,台中市,42,13.54,Low Risk,風險較低,5,高AQI情境模擬
大安區公所禮堂,臺中市大安區,24.3462,120.5866,True,室內設施,龜山,台中市,42,13.53,Low Risk,風險較低,5,高AQI情境模擬
梅園村活動中心,苗栗縣泰安鄉,24.3479,120.9304,True,室內設施,大園,苗栗市,26,17.73,Low Risk,風險較低,5,高AQI情境模擬
新開國小操場,苗栗縣大湖鄉,24.348257,120.826351,False,戶外設施,大園,苗栗市,26,7.76,Low Risk,風險較低,20,高AQI情境模擬
新開國小,苗栗縣大湖鄉,24.348257,120.826351,True,室內設施,大園,苗栗市,26,7.76,Low Risk,風險較低,0,高AQI情境模擬
文昌國小戶外空地,臺中市大甲區,24.3483,120.6242,False,戶外設施,大園,苗栗市,26,14.23,Low Risk,風險較低,25,高AQI情境模擬
大甲高工活動中心,臺中市大甲區,24.3499,120.6445,True,室內設施,大園,苗栗市,26,12.21,Low Risk,風險較低,5,高AQI情境模擬
大甲國小禮堂,臺中市大甲區,24.3508,120.6261,True,室內設施,大園,苗栗市,26,13.97,Low Risk,風險較低,5,高AQI情境模擬
豐田國小操場,苗栗縣卓蘭鎮,24.3517,120.8577,False,戶外設施,大園,苗栗市,26,10.51,Low Risk,風險較低,25,高AQI情境模擬
坪林國小操場,苗栗縣卓蘭鎮,24.3526,120.8653,False,戶外設施,大園,苗栗市,26,11.21,Low Risk,風險較低,25,高AQI情境模擬
大甲國中活動中心,臺中市大甲區,24.3536,120.6223,True,室內設施,大園,苗栗市,26,14.27,Low Risk,風險較低,5,高AQI情境模擬
三光國小體育館,臺中市大安區,24.358,120.6005,True,室內設施,龜山,台中市,42,15.07,Low Risk,風險較低,5,高AQI情境模擬
景山社區活動中心,苗栗縣卓蘭鎮,24.3587,120.8671,True,室內設施,大園,苗栗市,26,11.21,Low Risk,風險較低,5,高AQI情境模擬
士林國小,苗栗縣泰安鄉,24.3605,120.947,True,室內設施,大園,苗栗市,26,19.14,Low Risk,風險較低,5,高AQI情境模擬
象鼻村活動中心,苗栗縣泰安鄉,24.360527,120.94702,True,室內設施,大園,苗栗市,26,19.14,Low Risk,風險較低,5,高AQI情境模擬
象鼻村活動中心戶外廣場,苗栗縣泰安鄉,24.362245,120.938938,False,戶外設施,大園,苗栗市,26,18.31,Low Risk,風險較低,25,高AQI情境模擬
大安國中體育館,臺中市大安區,24.3652,120.6018,True,室內設施,龜山,台中市,42,15.88,Low Risk,風險較低,5,高AQI情境模擬
栗林國小操場,苗栗縣大湖鄉,24.373502,120.842715,False,戶外設施,大園,苗栗市,26,8.48,Low Risk,風險較低,20,高AQI情境模擬
栗林社區活動中心,苗栗縣大湖鄉,24.373511,120.842741,True,室內設施,大園,苗栗市,26,8.48,Low Risk,風險較低,0,高AQI情境模擬
武榮社區活動中心,苗栗縣大湖鄉,24.3755,120.8646,True,室內設施,大園,苗栗市,26,10.67,Low Risk,風險較低,5,高AQI情境模擬
日南國中體育館,臺中市大甲區,24.3783,120.652,True,室內設施,大園,苗栗市,26,10.9,Low Risk,風險較低,5,高AQI情境模擬
海墘國小體育館,臺中市大安區,24.3792,120.589,True,室內設施,龜山,台中市,42,17.2,Low Risk,風險較低,5,高AQI情境模擬
東興國小操場,苗栗縣大湖鄉,24.380718,120.882811,False,戶外設施,大園,苗栗市,26,12.48,Low Risk,風險較低,25,高AQI情境模擬
東興國小,苗栗縣大湖鄉,24.380728,120.882822,True,室內設施,大園,苗栗市,26,12.48,Low Risk,風險較低,5,高AQI情境模擬
永安國小體育館,臺中市大安區,24.3823,120.6063,True,室內設施,大園,苗栗市,26,15.52,Low Risk,風險較低,5,高AQI情境模擬
武榮國小操場,苗栗縣大湖鄉,24.382508,120.867425,False,戶外設施,大園,苗栗市,26,10.92,Low Risk,風險較低,25,高AQI情境模擬
日南國小禮堂,臺中市大甲區,24.39,120.6551,True,室內設施,大園,苗栗市,26,10.61,Low Risk,風險較低,5,高AQI情境模擬
細道邦長老教會,苗栗縣泰安鄉,24.3938,120.9203,True,室內設施,大園,苗栗市,26,16.33,Low Risk,風險較低,5,高AQI情境模擬
梅園村活動中心戶外廣場,苗栗縣泰安鄉,24.395274,120.96991,False,戶外設施,大園,苗栗市,26,21.35,Low Risk,風險較低,30,高AQI情境模擬
南湖國中操場,苗栗縣大湖鄉,24.397403,120.867265,False,戶外設施,大園,苗栗市,26,11.03,Low Risk,風險較低,25,高AQI情境模擬
南湖國中,苗栗縣大湖鄉,24.397403,120.867265,True,室內設施,大園,苗栗市,26,11.03,Low Risk,風險較低,5,高AQI情境模擬
西南門里辦公處,金門縣金城鎮,24.40212,118.305944,True,室內設施,馬祖,未知地區,84,3.4,Low Risk,風險較低,25,高AQI情境模擬
金門城社區活動中心,金門縣金城鎮,24.40212,118.305944,True,室內設施,馬祖,未知地區,84,3.4,Low Risk,風險較低,25,高AQI情境模擬
華龍國小戶外空地,臺中市大甲區,24.406,120.6482,False,戶外設施,大園,苗栗市,26,11.58,Low Risk,風險較低,25,高AQI情境模擬
前水頭社區活動中心,金門縣金城鎮,24.412637,118.295323,True,室內設施,馬祖,未知地區,84,2.76,Low Risk,風險較低,25,高AQI情境模擬
